OPT_Code,Name,Affiliation,Site_Type,Street_Address,Zip,Longitude,Latitude
1110,PS 110,Public,School,285 DELANCEY STREET,10002,-73.979958,40.715536
C306,ICCD,,Pre-K/EI Site,35-55 223rd Street,11361,-73.76206794,40.76964305
C311,"ADAPTIVE SOLUTIONS MULTI SERVICES (SLP, PT, OT, PSYCH.) PLLC",,Pre-K/EI Site,992 GATES AVENUE,11221,-73.9236925,40.68929937
C317,First Foot Forward,,Pre-K/EI Site,1466 Manor Road,10314,-74.12558733,40.59460213
C318,"UPPER MANHATTAN MENTAL HEALTH, INC.",,Pre-K/EI Site,1727 AMSTERDAM AVENUE,10031,-73.94739463,40.82550687
C320,Jackson Development Center,,Pre-K/EI Site,31-36 88th Street,11369,-73.88035428,40.75918797
C329,Kennedy Child Study Center,,Pre-K/EI Site,1028 East 179th Street,10460,-73.8794178,40.84180883
C342,League Treatment Center/JFTN,,Pre-K/EI Site,470 Vanderbilt Avenue,11238,-73.9678242,40.68304837
C349,Lifeline Center for Child Development,,Pre-K/EI Site,80-09 Winchester Blvd.,11427,-73.73387421,40.73836524
C351,Dr. Katherine Dodge Brownell Preschool,,Pre-K/EI Site,450 Castle Hill Avenue,10473,-73.84729336,40.81588259
C353,Life Skills School,,Pre-K/EI Site,3051 East Tremont Avenue,10461,-73.83655633,40.83941208
C368,INFANT & CHILD LEARNING CENTER-STANLEY S. LAMM INSTITUTE PRESCHOOL,,Pre-K/EI Site,500 19TH STREET,11215,-73.98259576,40.65663582
C369,Brookville Center for Children's Services,,Pre-K/EI Site,1983 Marcus Avenue,11042,-73.6920488,40.75760174
C374,AIM HIGH CHILDREN'S SERVICES-SOUTH BRONX HEAD START SITE# 1,,Pre-K/EI Site,490 EAST 143RD STREET,10454,-73.91769697,40.81115108
C375,Love Me Tender,,Pre-K/EI Site,2500 Johnson Avenue,10463,-73.91785987,40.87715315
C376,AIM HIGH CHILDREN'S SERVICES/SOUTH BRONX HEADSTART SITE#2,,Pre-K/EI Site,141 FEATHERBED LANE,10452,-73.92025595,40.84621113
C377,AIM HIGH CHILDREN'S SERVICES/SOUTH BRONX HEAD START SITE#3,,Pre-K/EI Site,1458 WEBSTER AVENUE,10456,-73.90658773,40.83751112
C378,KENNEDY CHILD STUDY CENTER ANNEX,,Pre-K/EI Site,1071 EAST TREMONT AVENUE,10460,-73.87904134,40.84014789
C379,Little Meadows Early Childhood Center,,Pre-K/EI Site,67-25 188th Street,11365,-73.78445798,40.73637677
C383,The Greenpoint School,,Pre-K/EI Site,725 LEONARD STREET,11222,-73.95287188,40.72920192
C389,"Thercare Preschool Services, Inc. Little Angels/Cardinal Spellman",,Pre-K/EI Site,137 East 2nd Street,10009,-73.98635925,40.7232464
C394,Strong Place Day Care,,Pre-K/EI Site,242 Hoyt Street,11217,-73.99029032,40.68290149
C416,Northern Manhattan Perinatal Partnership,,Pre-K/EI Site,531 West 155th Street,10032,-73.94397464,40.83199651
C417,New York Child Learning Institute,,Pre-K/EI Site,123-14 14th Avenue,11356,-73.84458646,40.78535482
C421,New York Center for Child Development,,Pre-K/EI Site,159 West 127th Street,10027,-73.94611384,40.80975159
C425,BROOKVILLE CENTER FOR CHILDREN'S SERVICES/FRIENDS WESTBURY,,Pre-K/EI Site,550 Post Ave,11590,-73.58567394,40.76687658
C429,Westchester School for Special Children,,Pre-K/EI Site,45 Park Ave,10703,-73.89190639,40.94149001
C435,LIFE SKILLS PRESCHOOL ADMINISTRATION & EVALUATION SITE,,Pre-K/EI Site,24-20 Parsons Boulevard,11357,-73.82423421,40.77722036
C436,Aim High Children's Services,,Pre-K/EI Site,83 Marlborough Road,11226,-73.96569695,40.64798595
C437,COMPREHENSIVE KIDS DEVELOPMENTAL SC,,Pre-K/EI Site,101 NORFOLK STREET,10002,-73.98717185,40.71876979
C438,United Federation of Black Community Orgs.,,Pre-K/EI Site,474 West 159th Street,10032,-73.94007045,40.8336551
C441,Good Samaritan Day Care Center,,Pre-K/EI Site,992 Gates Avenue,11221,-73.9236925,40.68929937
C442,Small Wonder Preschool,,Pre-K/EI Site,144 Bloomingdale Road,10309,-74.21641609,40.52776521
C443,AIM HIGH CHILDREN'S SERVICES,,Pre-K/EI Site,762 41 STREET,11232,-73.99936577,40.64669279
C445,Readiness Program,,Pre-K/EI Site,985 Astor Ave.,10469,-73.85936488,40.85968985
C454,NYL Gramercy School,,Pre-K/EI Site,460 West 34th Street,10001,-73.99785242,40.75402683
C455,William O'Connor,,Pre-K/EI Site,420 95th Street,11209,-74.03069886,40.6154475
C457,Harry Gordon SCHOOL,,Pre-K/EI Site,2465 Bathgate Ave.,10458,-73.88867142,40.85824246
C459,Harry Gordon Annex Harry Gordon YM/YWHA Nursery Annex,,Pre-K/EI Site,1180 East 214th Street,10469,-73.85152341,40.8760055
C462,"THERACARE PRESCHOOL SERVICES, INC.",,Pre-K/EI Site,384 SOUTH 4TH STREET,11211,-73.9525153,40.70808359
C463,AHRC/Astoria Blue Feather,,Pre-K/EI Site,27-07 8th Street,11102,-73.9319067,40.77402963
C465,Howard Haber Early Learning Center,,Pre-K/EI Site,2300 Westchester Avenue,10462,-73.84794167,40.83572503
C468,"Queens County Educators for Tomorrow, Inc. Early Learning CTR 3 @ College",,Pre-K/EI Site,2804 Glenwood Road,11210,-73.95008555,40.63410535
C470,OTSAR Early Childhood Center,,Pre-K/EI Site,2324 West 13th Street,11223,-73.98308825,40.59058799
C472,Northside Therapeutic Early Childhood Center,,Pre-K/EI Site,1301 Fifth Avenue,10029,-73.9489881,40.79719028
C477,"Theracare Preschool Services, Inc.",,Pre-K/EI Site,1779 Richmond Ave,10314,-74.16215673,40.60499757
C481,Psychotherapeutic Evaluation Program,,Pre-K/EI Site,231-10 Hillside Avenue,11427,-73.73869436,40.73306516
C484,IVY LEAGUE EARLY LEARNING ACADEMY,,Pre-K/EI Site,61-58 SPRINGFIELD BLVD,11364,-73.75655556,40.74877689
C485,"Queens County Educators for Tomorrow, Inc. Early Leaning Center 2 @ Starlight",,Pre-K/EI Site,165-15 Archer Avenue,11433,-73.7935609,40.70413695
C486,BLANCHE COMMUNITY PROGRESS DAY CARE CENTER,,Pre-K/EI Site,109-60 202nd STREET,11412,-73.75541664,40.70608237
C488,On Our Way Learning Center,,Pre-K/EI Site,264 Beach 19th Street,11691,-73.7531988,40.59688154
C494,"Parsons-Psychotherapeutic Evaluational  Programs (P.E.P.), Inc.",,Pre-K/EI Site,84-60 Parsons Blvd.,11432,-73.80663874,40.71284137
C498,Kiddie Academy of Flushing,,Pre-K/EI Site,33-25 Parsons Blvd,11354,-73.82411839,40.76775631
C503,Variety-Child Learning Center,,Pre-K/EI Site,47 Humphrey Drive,11791,-73.50037486,40.81413172
C504,AT THE GALLOW SCHOOL,,Pre-K/EI Site,72 Farmedge Rd,11756,-73.50133926,40.73535062
C505,"Psychotherapeutic Eval Prog Pep, inc",,Pre-K/EI Site,85-27 91st Street,11421,-73.85445623,40.69583381
C506,"SESAME SPROUT, INC.",,Pre-K/EI Site,95-15 HORACE HARDING EXPRESSWAY,11368,-73.86418298,40.73441787
C512,Theracare Preschool Services Inc. Child Center of New York,,Pre-K/EI Site,60-02 Roosevelt Avenue,11377,-73.90427353,40.74548659
C517,Joan Kennedy Memorial Preschool,,Pre-K/EI Site,850 Hylan Boulevard,10305,-74.07181862,40.59931447
C518,Kennedy Child Study Center,,Pre-K/EI Site,2212 Third Avenue,10035,-73.93792563,40.80082986
C519,Trabajamos Community Head Start,,Pre-K/EI Site,1997 Bathgate Avenue,10457,-73.89607527,40.84882405
C520,The Educational Alliance,,Pre-K/EI Site,197 East Broadway,10002,-73.98821882,40.71421909
C522,"UCP of New York City, Inc. Manhattan",,Pre-K/EI Site,80 West End Avenue,10023,-73.98778212,40.77446904
C523,Carol and Frank Biondi Educ Center  aka Leake and Watts,,Pre-K/EI Site,1751 Park Avenue,10035,-73.94048469,40.80282662
C527,"B'Above Worldwide Institute, Inc.",,Pre-K/EI Site,189-26 Linden Boulevard,11412,-73.76195278,40.69176834
C528,"B'Above WorldWide Institute, Inc.",,Pre-K/EI Site,137-37 Farmers Boulevard,11434,-73.76395153,40.67314637
C529,Sharon Baptist Head Start (Temporary Location),,Pre-K/EI Site,509 East 165th Street,10456,-73.90816395,40.82663782
C530,Life Skills Preschool,,Pre-K/EI Site,816 Clarence Avenue,10465,-73.81687742,40.83174671
C536,"Small Wonder Preschool, Inc.",,Pre-K/EI Site,90-45 Myrtle Avenue,11385,-73.85475535,40.70254515
C541,Episcopal Social Services/ Adam Powell,,Pre-K/EI Site,2493 Adam Clayton Powell Blvd.,10027,-73.93916022,40.82133634
C542,Episcopal Social Services of NYC Inc.,,Pre-K/EI Site,464 East 10th Street,10009,-73.97453987,40.7246003
C543,Episcopal Social Services/ 5th Ave.,,Pre-K/EI Site,2289 Fifth Avenue,10037,-73.93593622,40.81505193
C544,Bronx Preschool Program,,Pre-K/EI Site,1800 Andrews Avenue,10453,-73.91595203,40.85128852
C545,Shield Institute Queens,,Pre-K/EI Site,144-61 Roosevelt Avenue,11354,-73.82148455,40.76179067
C546,"Sesame Sprout, Inc.   Grand Street Settlement",,Pre-K/EI Site,319 Stanhope Street,11237,-73.91833561,40.70284936
C547,"Hospital Clinic Home Center, DMRI Building, Room 3EC",,Pre-K/EI Site,585 Schenectady Avenue,11203,-73.93411065,40.65932187
C550,"HCHC, Inc. Second Step",,Pre-K/EI Site,165 East 46th Street,11203,-73.93498737,40.65840561
C551,Village Child Development Center,,Pre-K/EI Site,350 East 146th Street,10451,-73.9208714,40.81497944
C554,Special Sprouts Preschool,,Pre-K/EI Site,339 8TH Street,11215,-73.98407772,40.66896009
C555,Community Resources Joan P. Hodum,,Pre-K/EI Site,3651 Richmond Road,10306,-74.14283032,40.57221732
C558,John A. Coleman School (Yonkers),,Pre-K/EI Site,300 Corporate Boulevard South,10701,-73.8773517,40.96858336
C559,Esther Ashkenaz Central Park Center,,Pre-K/EI Site,450 West 56th Street,10019,-73.98764976,40.76784049
C561,PELHAM BAY EARLY CHILDHOOL CENTER,,Pre-K/EI Site,2885 ST. THERESA AVENUE,10461,-73.83270746,40.84944946
C562,Dillon Child Learning Center,,Pre-K/EI Site,239 Vanderbilt Avenue,11205,-73.9693566,40.69078904
C564,St. Mary's Hospital for Children,,Pre-K/EI Site,29-01 216th Street,11360,-73.77018197,40.77643631
C566,Dolly & Frank Russo Sr.-First Step,,Pre-K/EI Site,118-03 101st Avenue,11419,-73.82671846,40.68975688
C568,SteppingStone,,Pre-K/EI Site,77-40 Vleigh Place,11367,-73.82062251,40.71997844
C578,School for Language and Communication Development,,Pre-K/EI Site,100 Glen Cove Avenue,11542,-73.63499881,40.85841172
C579,These Our Treasures (TOTS),,Pre-K/EI Site,2778 Bruckner Blvd.,10465,-73.83164499,40.83079758
C581,UCP of NYC-Manhattan Children's Program,,Pre-K/EI Site,122 East 23rd Street,10010,-73.9853202,40.73974225
C582,Family Head Start-National Association of Family Development Centers,,Pre-K/EI Site,2960 West 27th Street,11224,-73.99286913,40.57366731
C584,United Cerebral Palsy/Brooklyn,,Pre-K/EI Site,160 Lawrence Avenue,11230,-73.97358857,40.63064922
C585,United Cerebral Palsy/Staten Island Program,,Pre-K/EI Site,281 Port Richmond Avenue,10302,-74.13573259,40.63451091
C586,UCP-Bronx Children's Program,,Pre-K/EI Site,1770 Stillwell Avenue,10469,-73.83469575,40.85806247
C589,UCP/Apple Preschool,,Pre-K/EI Site,82-25 164th Street,11432,-73.80368206,40.71856195
C598,Therapy and Learning Center,,Pre-K/EI Site,1719-1725 8TH Avenue,11215,-73.98488019,40.65919702
C601,VOA-Bronx Early Learning Center,,Pre-K/EI Site,1887 Bathgate Avenue,10457,-73.89729712,40.84639059
C605,Early Learning Center,,Pre-K/EI Site,10 Joline Lane,10307,-74.23387259,40.5018994
C608,Williamsburg Infant & Early Childhood Development Center,,Pre-K/EI Site,22 Middleton Street,11206,-73.95511745,40.70037184
C626,"Wagner, Susan Day Care Center",,Pre-K/EI Site,1140 East 229th Street,10466,-73.8453776,40.88629003
C628,St. Dominic's T.O.R.C.H.,,Pre-K/EI Site,2340 Andrews Avenue,10468,-73.90658909,40.86228209
C630,KIDS CENTRIC INC.  MEDGAR EVERS COLLEGE HEADSTART,,Pre-K/EI Site,30 EAST 93RD STREET,11212,-73.92707161,40.66255098
1140,PS 140,Public,School,123 RIDGE STREET,10002,-73.983157,40.719269
C635,Yeled V'Yalda Early Childhood Center,,Pre-K/EI Site,407 East 53 Street,11203,-73.92721903,40.64966981
C653,(4201 School),,Pre-K/EI Site,34 Frost Mill Road,11765,-73.56317548,40.87908088
C658,Lavelle School for the Blind,,Pre-K/EI Site,3830 Paulding Avenue,10469,-73.85392589,40.88192887
C661,Bushwick United Headstart,,Pre-K/EI Site,77 Wilson Avenue,11237,-73.9279842,40.70199943
C663,Little Lamb Preschool,,Pre-K/EI Site,2 Gridley Avenue,10303,-74.15926648,40.63133794
C752,Forest Hills West School,,Pre-K/EI Site,63-25 Dry Harbor Road,11379,-73.87391382,40.72148739
C753,NY League for Early Learning,,Pre-K/EI Site,146-28 Jasmine Avenue,11355,-73.81408743,40.75296283
C754,Conselyea C.C. (formerly Francis of Paola Preschool),,Pre-K/EI Site,201 Conselyea Street,11211,-73.94271991,40.7154049
C814,"Wagner, Susan Day Care Center",,Pre-K/EI Site,5401 Post Road,10471,-73.89784523,40.90135358
C815,Sunshine Developmental School/Sharon Baptist Head Start,,Pre-K/EI Site,1925 Bathgate Avenue,10457,-73.89685815,40.84744142
C857,S.I. Mental Health (Osgood),,Pre-K/EI Site,16 Osgood Avenue,10304,-74.08539447,40.61904027
C864,International Nursery School,,Pre-K/EI Site,171-39 Northern Boulevard,11358,-73.79469046,40.7577881
C868,Clarke NYC Auditory/Oral Center,,Pre-K/EI Site,80 East End Ave.,10028,-73.94609654,40.77313412
C869,(DBA Com. Ed. Serv.) Dawning Village Inc.,,Pre-K/EI Site,2090 First Avenue,10029,-73.93921343,40.79077385
C901,Samuel Field YMHA & YWHA,,Pre-K/EI Site,58-20 Little Neck Parkway,11362,-73.72312172,40.76157704
C903,United Community Services,,Pre-K/EI Site,331 Central Avenue,11221,-73.91940205,40.69481617
C904,ICCD (Harbor Day Care Center),,Pre-K/EI Site,999 Harricks Road,11361,-73.65962881,40.75914174
C911,Rivendell School - Children's House at Rivendell,,Pre-K/EI Site,277 Third Avenue,11215,-73.98602251,40.67746366
C912,QSAC School and Evaluation Site,,Pre-K/EI Site,245-37 60th Avenue,11362,-73.7322434,40.75716033
C919,Episcopal Social Services/ Marcy Avenue,,Pre-K/EI Site,494 Marcy Avenue,11209,-73.94974199,40.69800363
C920,Cooper Park Day Care Center,,Pre-K/EI Site,292 Frost Street,11206,-73.93942323,40.71895219
C925,Autism Center for Children and Families,,Pre-K/EI Site,4302 New Utrecht Avenue,11219,-73.99430318,40.64166146
C941,"Birch, Herbert G. Early Childhood Center",,Pre-K/EI Site,2075 East 68th Street,11234,-73.91022924,40.61886676
C943,Herbert G. Birch-Watson Ave. Site,,Pre-K/EI Site,1880 Watson Avenue,10472,-73.86155951,40.82830674
C944,"THERACARE PRESCHOOL SERVICES, INC. IVY LEAGUE EARLY LEARNING ACADEMY",,Pre-K/EI Site,776 AVENUE OF THE AMERICAS,10001,-73.99134229,40.74488926
C948,United Community Services,,Pre-K/EI Site,178 Leonard Street,11206,-73.94700596,40.7101178
C950,HEARTSHARE PRESCHOOL,,Pre-K/EI Site,1825 Bath Avenue,11214,-74.005247,40.60340458
C955,Cassidy's Place,,Pre-K/EI Site,419 East 86th Street,10128,-73.94874029,40.77662114
C966,Nazareth,,Pre-K/EI Site,475 East 57th Street,11203,-73.92273187,40.64388911
C968,William O'Connor/Midwood School,,Pre-K/EI Site,1520 East 13th Street,11230,-73.96079909,40.61204412
E207,New York Child Resource Center,,Pre-K/EI Site,433 East 148th Street,10455,-73.9169446,40.81483121
C970,Tanglewood Foundation,,Pre-K/EI Site,15 Tanglewood Drive,10308,-74.15175995,40.56708131
C979,(Small Wonder Preschool,,Pre-K/EI Site,94-43 159th Street,11451,-73.79810754,40.70102146
C989,First Foot Forward,,Pre-K/EI Site,1297 Arthur Kill Road,10312,-74.18388214,40.56526123
C993,Western Queens Early Childhood Center,,Pre-K/EI Site,10-24 49th Avenue,11101,-73.95320476,40.74327989
C997,"Positive Beginnings, Inc",,Pre-K/EI Site,71-25 Main Street,11367,-73.82195598,40.72722394
C998,"Wagner, Susan Day Care Center",,Pre-K/EI Site,4102 White Plains Road,10466,-73.85881445,40.89078109
E001,Association for Children with Down Syndrome,,Pre-K/EI Site,4 Fern Pl,11803,-73.49272886,40.77340173
E002,ABC Cody House,,Pre-K/EI Site,404 E 91 st,10128,-73.94664712,40.77989467
E003,Cassidy's Place,,Pre-K/EI Site,419 E 86th St,10028,-73.94874029,40.77662114
E004,Challenge Early Intervention Center - Brooklyn Site,,Pre-K/EI Site,649 39th St,11232,-74.00062344,40.6492921
E011,Crossroads School for Child Development,,Pre-K/EI Site,90 Henry St,11096,-73.74015879,40.61707177
E016,East River Child Development Center,,Pre-K/EI Site,577 Grand St,10002,-73.97907828,40.7136908
E017,Easter Seals Child Development Center,,Pre-K/EI Site,2433 East Tremont Avenue,10461,-73.85270764,40.84254908
E019,HASC @ 55th Street,,Pre-K/EI Site,1311 55th St,11219,-73.9949994,40.63130541
E021,Helen Keller Services for the Blind,,Pre-K/EI Site,57 Willoughby St,11201,-73.9866649,40.69221688
E026,Marshall England Early Learning Center,,Pre-K/EI Site,800 Concourse Village E,10451,-73.91924906,40.82411275
E027,IAHD - St. Mary's,,Pre-K/EI Site,2213 E Tremont Av,10462,-73.85696611,40.84210156
E028,Jackson Children's Services,,Pre-K/EI Site,31-36 88th St,11369,-73.88035428,40.75918797
E029,Jackson Children's Services,,Pre-K/EI Site,36-02 14th St,11106,-73.93763521,40.75998528
E033,John A. Coleman School,,Pre-K/EI Site,317 North St.,10605,-73.74492877,41.02609169
E036,Kennedy Child Study Center,,Pre-K/EI Site,1028 E 179th St,10460,-73.8794178,40.84180883
E040,Life Skills Preschool Program,,Pre-K/EI Site,97-30 Queens Blvd,11374,-73.85938854,40.72880457
E041,Lighthouse International,,Pre-K/EI Site,111 East 59th Street,10022,-73.96917914,40.76266044
E042,Little Meadows Early Childhood Center,,Pre-K/EI Site,67-25 188th St,11365,-73.78445798,40.73637677
E044,Little Wonders,,Pre-K/EI Site,88-66 Myrtle Av,11385,-73.85668446,40.7027397
E046,New York Center for Infant & Toddlers,,Pre-K/EI Site,1787 Madison Avenue,10035,-73.94421758,40.80083307
E051,Step by Step Infant Development Center,,Pre-K/EI Site,1049 38th St,11219,-73.99105624,40.64443074
E052,New York Child Resource Center,,Pre-K/EI Site,348 E 146th St,10451,-73.92093273,40.81505085
E052A,"New York Child Resourc Center, Inc/ brooklyn",,Pre-K/EI Site,706 Quincy Street,11221,-73.93210883,40.68908506
E055,Northside Therapeutic Early Childhood Center,,Pre-K/EI Site,1301 5th Av,10029,-73.9489881,40.79719028
E057,On Our Way Learning Center,,Pre-K/EI Site,264 Beach 19th St,11691,-73.7531988,40.59688154
E068,The Auditory/ Oral School of New York,,Pre-K/EI Site,3321 Avenue M,11210,-73.94245962,40.61994964
E070,Children's Center for Early Intervention,,Pre-K/EI Site,83 Marlborough Rd,11226,-73.96569695,40.64798595
E071,Clarke NYC Auditory/Oral Center,,Pre-K/EI Site,80 East End Av,10028,-73.94609654,40.77313412
E077,NYL Harry H. Gordon School,,Pre-K/EI Site,2465 Bathgate Av,10458,-73.88867142,40.85824246
E079,NYL William O'Connor School at Bay Ridge,,Pre-K/EI Site,420 95th St,11209,-74.03069886,40.6154475
E080,Infant & Child Learning Center @ F Building,,Pre-K/EI Site,670 Parkside Avenue,11203,-73.95124756,40.65618489
E082,These Our Treasures (TOTS),,Pre-K/EI Site,2778 Bruckner Blvd,10465,-73.83164499,40.83079758
E083,Thursday's Child,,Pre-K/EI Site,7616 13th Avenue,11228,-74.0082164,40.61955752
E083A,Thursday's Child- S.I.,,Pre-K/EI Site,348 Seaview Avenue,10305,-74.09060114,40.58576658
E095,Williamsburg Infant & Early Childhood Development Center,,Pre-K/EI Site,22 Middleton St,11206,-73.95511745,40.70037184
E106,Hand In Hand Development: Lower East Side / Chinatown,,Pre-K/EI Site,465 Grand St,10002,-73.98403061,40.71513259
E140,New York Center for Infant & Toddlers,,Pre-K/EI Site,2336 Andrews Avenue,10468,-73.90666151,40.8621998
E141,Challenge Early Intervention Center,,Pre-K/EI Site,1911 Richmond Avenue,10314,-74.16304781,40.60120574
E144,Happy Dragon Children's Learning Center,,Pre-K/EI Site,98-25 Horace Harding Expressway,11368,-73.86021863,40.73556867
E146,"Happy Dragon of New York, Inc.",,Pre-K/EI Site,30-04 146th Street,11354,-73.82186877,40.77064581
E148,Happy Dragon of New York Inc.,,Pre-K/EI Site,5805 7th Avenue,11220,-74.01066876,40.63785957
E149,Emilia's Kids,,Pre-K/EI Site,84-03 57 Avenue,11373,-73.87931291,40.73029288
E152,Happy Dragon Children's Learning Center,,Pre-K/EI Site,143-30 Cherry Avenue,11355,-73.81955817,40.75599624
E155,QSAC,,Pre-K/EI Site,245-37 60th Avenue,11362,-73.7322434,40.75716033
E156,Gingerbread Learning Center,,Pre-K/EI Site,144 Bloomingdale Road,10309,-74.21641609,40.52776521
E157,Important Steps,,Pre-K/EI Site,2447 Eastchester Road,10469,-73.84332327,40.86179084
E159,"Lexington Hearing and Speech Center, Inc",,Pre-K/EI Site,74-20 25th Avenue,11370,-73.89360758,40.76230803
E160,Staten Island Universtiy Hospital,,Pre-K/EI Site,256 Mason Ave,10305,-74.08692977,40.58647758
E161,The Mount Sinai Hospital,,Pre-K/EI Site,1240 Park Avenue,10029,-73.95269029,40.78677012
E162,The Clarke School for the Deaf,,Pre-K/EI Site,80 East End Avenue,10028,-73.94609654,40.77313412
E163,All About Kids- Bronx,,Pre-K/EI Site,3140B East Tremont Avenue,10461,-73.83482526,40.83793844
E164,All About Kids- Brooklyn,,Pre-K/EI Site,25 Chapel Street,11201,-73.98601476,40.69725345
E165,All About Kids- Queens,,Pre-K/EI Site,37-11 35th Avenue,11101,-73.92351886,40.75580202
E166,"Dynamic Center, Inc.",,Pre-K/EI Site,150-51 14 Ave,11357,-73.81264668,40.78911702
E167,New York Eye and Ear,,Pre-K/EI Site,380 2nd Avenue,10010,-73.9814489,40.73712319
E168,Center for Hearing and Communication,,Pre-K/EI Site,50 Broadway,10004,-74.01276086,40.70644856
E170,Los Ninos,,Pre-K/EI Site,4024 Amboy Road,10308,-74.15092193,40.54982578
E171,AMAC,,Pre-K/EI Site,25 W.17th Street,10011,-73.99325566,40.73835963
E172,Watch Me Grow ( Dynamic manhattan site),,Pre-K/EI Site,361 East 19th Street,10003,-73.98131241,40.73485875
E173,United Cerebral Palsy of Nassau County,,Pre-K/EI Site,380 Washington Ave,11575,-73.57566428,40.67943232
E174,Therapeutic Imprints,,Pre-K/EI Site,1120 Morris Park Avenue,10461,-73.85210566,40.84996177
E176,ALL ABOUT KIDS - Brooklyn,,Pre-K/EI Site,175 Remsen Street,11201,-73.99163387,40.69330702
E177,ABC- Keith Haring School,,Pre-K/EI Site,318 East 116 street,10029,-73.9370699,40.79669583
E178,Kids' Time Therapies OT Aspekt,,Pre-K/EI Site,42-77 65th Place,11377,-73.89932705,40.74221063
E179,The Speech Garden,,Pre-K/EI Site,143 Waverly Avenue,11205,-73.96795603,40.69384084
E180,The Gingerbread Learning Center,,Pre-K/EI Site,471 North Gannon Avenue,10314,-74.14475094,40.60804832
E181,Our Children First,,Pre-K/EI Site,3036 E. Tremont Avenue,10461,-73.83688099,40.83965681
E182,TheraCare of NY,,Pre-K/EI Site,133 27th Ave,11214,-73.98736925,40.59085204
